Id,First Emotion,Second Emotion,Third Emotion,anger,contempt,disgust,fear,disappointment,shame,regret,sadness,compassion,relief,admiration,love,contentment,joy,pride,amusement,interest
2106,,,,1,3,0,3,1,0,4,3,4,1,1,0,3,4,3,2,3
2107,,,,2,1,1,3,0,2,1,4,4,2,2,3,1,2,4,4,3
2108,,,,3,3,2,1,3,1,0,2,0,2,2,2,3,3,1,4,1
2109,,,,4,2,2,4,0,4,4,3,1,0,0,1,1,4,0,1,1
2110,,,,3,1,1,0,3,4,0,0,1,3,0,2,2,1,0,4,0
2111,,,,3,0,4,2,3,3,0,2,0,1,4,4,0,4,0,1,3
2112,,,,0,2,3,1,3,4,1,1,3,3,0,3,1,1,4,2,4
2113,,,,2,0,1,3,3,4,4,4,0,4,0,2,2,0,1,0,4
2114,,,,4,0,3,2,4,0,0,3,3,4,4,1,0,3,2,3,2
2115,,,,1,1,4,0,2,1,3,2,3,0,1,0,1,3,3,4,2
2116,,,,3,2,2,3,1,4,0,2,1,2,4,1,2,2,2,0,3
2117,,,,0,3,3,1,4,1,4,4,0,4,4,2,4,2,1,0,0
2118,,,,0,2,2,3,2,1,4,3,3,1,2,1,2,1,3,2,0
2119,,,,1,3,2,4,1,4,1,4,0,4,1,1,2,2,0,0,4
2120,,,,4,2,3,3,3,3,3,2,0,3,2,1,2,1,2,2,3
2121,,,,3,0,0,3,2,0,3,3,2,0,2,4,2,0,0,4,3
2122,,,,3,2,1,1,2,3,4,2,0,3,4,3,2,1,0,2,1
2123,,,,2,1,3,0,4,0,3,2,0,3,1,2,0,4,0,4,3
2124,,,,2,3,4,3,0,1,1,3,0,0,2,3,0,0,4,3,3
2125,,,,0,4,0,1,4,4,1,2,3,2,0,3,0,1,0,2,1
2126,,,,1,4,4,0,4,2,1,4,0,1,4,2,4,0,3,3,2
2127,,,,0,0,1,3,3,3,2,3,2,0,3,2,2,0,0,4,0
2128,,,,0,2,3,4,3,2,2,4,2,0,0,2,4,1,4,3,4
2129,,,,0,0,1,3,4,2,0,2,3,2,3,4,1,0,1,2,1
2130,,,,2,4,0,4,2,1,0,3,0,2,2,2,2,4,4,2,1
2131,,,,3,1,4,2,3,2,2,3,0,3,1,0,3,4,3,0,4
2132,,,,3,0,1,3,4,3,0,4,4,0,3,4,1,4,0,4,3
2133,,,,3,0,1,3,0,2,2,0,1,0,1,3,0,1,2,1,1
2134,,,,0,2,2,1,3,3,2,3,4,1,0,2,4,4,2,4,3
2135,,,,0,1,1,3,2,2,2,3,2,3,1,1,0,1,2,4,4
2136,,,,0,3,4,4,2,4,1,4,2,2,4,3,1,0,1,1,0
2137,,,,3,0,0,1,4,1,4,2,1,0,3,2,4,2,2,0,1
2138,,,,3,0,1,0,0,1,1,1,4,0,0,1,1,3,0,2,1
2139,,,,0,1,4,0,2,1,2,4,2,3,4,1,2,4,2,2,3
2140,,,,2,0,2,0,3,1,2,1,4,4,0,4,1,4,2,0,3
2141,,,,3,2,2,3,4,0,0,4,2,4,3,0,2,3,4,0,3
2142,,,,0,3,2,2,0,0,2,4,0,1,1,1,0,1,3,3,1
2143,,,,3,3,4,0,4,3,0,0,3,1,2,0,0,4,3,4,1
2144,,,,0,3,1,4,2,3,4,3,0,3,1,0,2,4,3,1,1
2145,,,,2,3,2,0,2,0,3,0,4,0,2,1,3,0,1,3,2
2146,,,,2,1,2,4,4,1,1,4,2,4,2,3,3,3,2,2,3
2147,,,,3,4,4,2,2,4,2,4,3,4,1,1,1,2,2,4,0
2148,,,,4,1,4,4,2,2,3,4,1,1,0,0,4,1,1,1,3
2149,,,,1,4,3,2,1,2,0,4,3,3,4,0,3,4,2,4,4
2150,,,,4,4,0,0,0,0,3,3,4,4,4,3,4,3,0,0,2
2151,,,,0,3,0,3,3,1,2,1,1,2,0,3,4,0,2,0,0
2152,,,,3,2,1,4,2,0,0,1,4,0,2,3,0,4,1,0,4
2153,,,,2,0,0,4,4,3,2,1,0,0,2,4,0,3,1,3,4
2154,,,,1,1,0,1,1,2,2,3,3,2,2,1,4,2,2,0,2
2155,,,,3,0,0,1,1,1,0,3,2,0,4,2,4,3,1,4,4
2156,,,,1,1,3,2,2,0,2,2,3,2,0,2,1,4,2,3,2
2157,,,,4,2,3,1,4,1,4,1,3,2,3,4,0,0,0,3,2
2158,,,,2,0,2,0,2,3,4,4,1,3,2,3,1,4,2,1,3
2159,,,,3,1,2,4,4,1,0,2,2,3,3,3,2,3,0,0,2
2160,,,,1,1,4,2,2,3,2,1,0,1,0,3,3,0,2,4,1
2161,,,,1,3,3,3,3,3,1,2,3,0,2,1,1,4,2,0,1
2162,,,,2,1,2,4,0,4,0,2,3,0,0,3,1,0,1,0,2
2163,,,,0,0,3,4,1,4,2,0,4,4,1,0,1,1,2,0,1
2164,,,,4,4,0,1,2,1,3,2,2,3,4,2,0,3,3,1,0
2165,,,,0,1,0,2,1,1,3,4,4,4,0,2,3,3,4,4,0
2166,,,,3,0,1,0,0,2,2,2,4,3,0,1,1,4,4,3,1
2167,,,,2,4,1,2,2,0,0,2,3,2,1,2,0,1,4,2,4
2168,,,,3,3,4,2,1,1,3,1,0,0,2,3,3,3,0,2,0
2169,,,,4,3,3,3,1,0,4,0,1,1,0,4,2,4,0,3,4
2170,,,,2,4,0,1,0,2,2,0,1,2,2,2,0,0,4,4,4
2171,,,,3,0,1,3,2,4,4,1,1,0,1,3,4,4,4,2,1
2172,,,,1,4,3,1,0,1,2,2,4,3,0,3,2,0,4,0,0
2173,,,,4,2,1,4,0,3,1,2,2,1,2,1,3,1,3,0,0
2174,,,,0,1,4,3,2,2,0,2,3,3,2,4,4,1,4,1,0
2175,,,,3,0,2,2,0,3,3,2,1,3,2,1,2,2,2,0,1
2176,,,,1,2,3,1,4,4,4,2,2,2,3,4,2,2,3,3,4
2177,,,,1,2,1,3,4,1,4,1,4,3,3,3,3,3,4,0,4
2178,,,,0,2,2,0,2,0,3,4,0,3,2,0,4,1,3,3,1
2179,,,,4,3,3,3,1,4,1,0,2,3,3,0,1,1,4,0,0
2180,,,,2,2,2,4,0,0,0,1,4,3,3,1,4,3,4,4,0
2181,,,,0,3,4,0,2,2,4,1,0,2,0,4,1,1,1,3,1
2182,,,,2,4,0,4,4,4,0,1,3,3,2,0,4,3,1,4,2
2183,,,,2,0,4,2,3,3,1,0,0,0,2,2,2,2,0,2,1
2184,,,,3,4,0,1,3,0,2,0,0,0,2,1,2,0,1,1,4
2185,,,,2,3,1,3,3,4,0,4,3,3,1,4,1,0,0,2,1
2186,,,,3,4,1,3,3,2,2,4,0,3,2,4,1,0,4,0,0
2187,,,,2,3,0,1,1,1,3,2,0,4,4,0,2,2,0,3,2
2188,,,,2,4,3,4,4,4,3,3,0,0,3,0,1,0,1,0,3
2189,,,,0,2,4,3,1,3,4,3,4,1,3,4,2,1,4,2,2
2190,,,,3,2,4,3,3,3,0,4,1,3,4,0,1,0,0,3,3
2191,,,,4,4,3,1,1,3,0,1,3,3,4,4,3,3,0,0,0
2192,,,,2,2,1,4,0,1,1,3,4,3,3,4,3,4,2,1,4
2193,,,,4,4,2,0,1,0,2,2,4,4,0,2,4,0,1,0,3
2194,,,,1,3,4,4,0,4,0,3,0,1,4,2,3,0,4,1,2
2195,,,,2,3,3,4,4,0,4,4,2,4,4,1,1,2,2,4,4
2196,,,,2,2,0,2,1,1,1,2,4,0,4,2,4,3,0,2,0
2197,,,,1,3,3,2,3,3,3,4,1,0,1,1,4,4,3,1,4
2198,,,,1,4,4,2,3,4,4,1,4,1,1,0,3,2,3,0,3
2199,,,,1,4,1,0,0,1,1,3,1,4,2,2,2,2,0,3,1
2200,,,,4,4,0,2,0,3,2,3,2,2,4,1,0,1,0,3,0
2201,,,,1,4,2,1,4,1,2,1,0,4,2,2,3,4,4,1,3
2202,,,,2,3,4,3,1,0,4,2,4,3,2,2,4,3,1,2,2
2203,,,,1,0,3,2,0,2,1,0,2,4,1,0,1,4,1,3,1
2204,,,,2,4,0,1,2,1,3,0,1,1,4,2,3,1,4,3,2
2205,,,,2,2,0,1,0,2,0,2,1,3,0,1,3,1,3,0,4
2206,,,,1,3,1,4,2,4,4,2,0,3,0,4,3,1,1,3,2
2207,,,,3,0,1,3,1,3,3,0,0,1,3,2,3,2,2,0,3
2208,,,,0,2,1,1,4,1,2,4,4,4,4,0,4,0,4,3,3
2209,,,,4,3,1,0,1,0,0,0,1,1,2,3,2,2,0,0,0
2210,,,,2,2,0,1,4,1,1,0,4,4,4,3,3,4,4,3,4
2211,,,,3,4,4,4,2,0,1,1,0,1,1,1,4,2,0,1,4
2212,,,,4,2,4,4,3,2,1,2,0,1,4,1,4,4,3,1,4
2213,,,,2,2,4,2,1,2,4,2,4,3,3,0,3,4,3,3,3
2214,,,,4,2,2,0,3,2,2,4,3,4,4,0,3,0,2,0,3
2215,,,,1,0,1,1,3,2,3,0,0,4,4,4,0,0,3,3,3
2216,,,,2,0,2,3,0,1,0,4,0,0,2,1,1,0,2,4,0
2217,,,,3,4,2,3,3,0,2,3,3,2,0,1,2,1,0,3,3
2218,,,,4,1,1,1,3,4,3,2,1,4,1,0,0,1,0,0,1
2219,,,,3,4,0,0,0,1,1,2,3,3,1,3,2,2,3,0,3
2220,,,,3,4,3,3,3,2,4,4,0,3,4,3,4,4,2,4,4
2221,,,,4,2,0,0,2,3,3,1,3,4,2,3,4,0,1,1,4
2222,,,,3,4,3,1,2,4,3,0,2,1,0,3,2,3,4,2,0
2223,,,,4,4,3,3,4,0,2,3,3,2,4,0,2,4,0,4,1
2224,,,,3,1,0,4,3,0,4,2,1,0,0,1,3,3,4,3,0
2225,,,,1,2,3,3,1,2,3,0,0,4,3,4,1,1,0,3,4
2226,,,,3,3,1,0,0,2,0,4,1,3,2,2,2,3,0,3,2
2227,,,,0,3,0,3,1,0,2,4,3,4,4,3,2,4,3,3,0
2228,,,,4,0,1,1,1,2,3,4,3,1,4,1,3,4,3,4,3
2229,,,,2,3,4,1,1,3,1,3,3,1,1,2,4,0,1,3,1
2230,,,,3,3,3,3,4,0,3,0,1,4,3,0,4,3,3,0,1
2231,,,,0,0,0,1,2,0,0,3,1,1,0,1,2,2,2,4,1
2232,,,,1,1,0,3,3,0,0,4,3,1,1,3,1,0,0,3,2
2233,,,,0,3,0,4,0,2,0,1,1,3,3,3,1,4,2,4,2
2234,,,,0,4,4,4,3,0,3,2,4,4,2,1,3,0,4,1,1
2235,,,,2,2,0,0,3,3,0,2,1,2,4,2,1,0,1,0,4
2236,,,,3,2,1,2,3,1,1,1,4,2,3,0,0,4,1,0,4
2237,,,,1,1,4,1,3,1,3,1,0,0,3,4,3,0,3,3,0
2238,,,,3,4,1,0,4,2,4,3,3,1,3,2,3,2,0,4,3
2239,,,,1,0,3,0,3,2,2,3,2,2,4,2,3,0,2,1,2
2240,,,,2,2,0,0,1,1,0,3,3,2,4,3,0,1,3,0,3
2241,,,,1,3,3,3,2,1,1,3,0,2,2,0,2,3,1,3,1
2242,,,,2,3,0,3,3,2,2,0,0,3,3,2,1,2,1,3,2
2243,,,,3,0,1,1,0,2,2,4,1,1,0,4,2,0,2,4,4
2244,,,,3,4,3,4,1,1,0,2,3,1,3,3,3,4,3,2,0
2245,,,,3,3,0,3,0,2,4,4,2,0,1,4,4,2,3,3,3
2246,,,,0,0,0,4,2,0,0,2,1,2,1,3,3,3,2,2,0
2247,,,,1,4,4,1,1,0,3,3,2,3,3,4,3,1,3,4,1
2248,,,,0,2,2,4,2,2,1,1,0,4,0,0,0,0,4,4,4
2249,,,,4,4,4,2,2,0,0,4,4,3,4,4,4,4,0,0,3
2250,,,,1,4,0,4,1,4,4,0,2,2,1,3,3,1,0,1,4
2251,,,,2,0,3,1,0,2,1,0,1,4,1,2,1,1,3,2,3
2252,,,,3,2,1,0,2,4,3,4,1,3,2,4,4,2,1,0,0
2253,,,,4,2,3,4,4,1,3,3,2,2,2,3,0,4,0,1,4
2254,,,,4,4,2,1,2,3,3,2,0,2,3,1,2,0,0,3,1
2255,,,,2,3,3,4,4,0,3,3,3,1,2,3,3,1,1,1,2
2256,,,,0,3,2,4,1,2,4,4,4,2,2,3,3,0,4,2,4
2257,,,,0,2,0,1,2,2,0,1,2,2,3,0,4,3,1,2,1
2258,,,,1,0,4,1,2,3,2,0,1,3,1,0,2,0,3,0,1
2259,,,,4,3,4,0,4,3,0,4,2,2,3,0,1,3,3,4,3
2260,,,,4,3,1,2,4,1,1,3,1,4,4,1,3,2,4,2,3
2261,,,,0,1,1,4,0,1,1,0,4,2,0,4,4,0,2,3,0
2262,,,,1,1,3,3,1,3,2,4,1,0,2,2,0,4,2,4,2
2263,,,,1,0,4,0,0,2,3,3,4,2,2,3,0,0,3,3,1
2264,,,,1,4,0,3,2,4,4,3,1,2,3,4,4,2,4,4,4
2265,,,,0,3,2,1,3,4,1,3,1,0,2,2,2,3,1,2,3
2266,,,,3,3,3,1,0,0,2,2,3,4,1,0,3,0,0,0,4
2267,,,,4,0,1,2,0,2,1,2,3,0,2,4,3,0,0,1,2
2268,,,,4,4,2,2,1,3,3,4,1,3,2,4,4,3,1,3,1
2269,,,,0,4,0,0,2,4,0,4,3,3,1,0,3,3,4,1,2
2270,,,,3,1,3,4,4,0,2,2,0,4,2,2,2,0,1,1,1
2271,,,,3,3,4,3,2,4,3,2,3,1,2,1,4,3,0,4,2
2272,,,,2,0,3,1,4,2,4,3,4,1,1,0,0,4,1,4,0
2273,,,,2,1,2,1,0,4,2,3,2,4,4,4,2,1,0,0,0
2274,,,,1,3,4,1,0,2,2,4,3,1,3,3,4,3,0,2,0
2275,,,,0,4,0,3,1,3,4,0,1,4,1,0,0,2,3,3,1
2276,,,,3,2,2,1,3,1,1,0,4,4,2,3,3,4,4,1,1
2277,,,,3,3,4,4,0,1,0,1,1,0,1,2,3,0,2,2,4
2278,,,,1,4,3,1,2,4,2,0,4,1,2,3,0,1,1,4,0
2279,,,,0,4,2,4,2,1,0,4,0,1,1,1,2,0,0,1,3
2280,,,,2,3,1,2,3,3,0,2,3,1,2,2,1,0,3,3,2
2281,,,,4,2,3,4,0,0,1,1,1,4,1,0,2,1,4,2,1
2282,,,,1,4,1,1,2,2,4,4,4,4,0,0,2,0,2,2,2
2283,,,,0,3,2,0,0,2,1,4,2,2,2,1,2,2,3,4,3
2284,,,,2,0,1,1,1,1,2,3,1,4,3,4,3,0,4,4,2
2285,,,,2,0,1,2,2,2,2,0,4,2,2,0,2,0,0,3,2
2286,,,,0,2,3,4,1,4,2,3,1,1,4,3,0,0,3,2,0
2287,,,,4,0,3,4,2,0,3,0,0,1,0,4,3,2,2,4,3
2288,,,,2,4,2,0,2,4,4,3,3,0,3,2,0,0,3,2,3
2289,,,,0,1,1,2,0,4,2,1,0,1,1,3,0,1,0,1,0
2290,,,,2,2,2,2,0,2,1,0,0,4,0,3,2,1,4,2,0
2291,,,,3,3,4,0,2,3,0,4,1,0,4,2,1,2,0,0,3
2292,,,,0,0,2,3,3,1,0,1,3,1,1,2,0,2,1,3,3
2293,,,,2,0,4,4,0,4,4,0,3,3,1,1,4,4,0,0,0
2294,,,,1,2,2,0,3,2,2,0,0,3,0,4,1,4,1,0,3
2295,,,,1,4,4,3,3,2,0,2,2,4,0,3,2,3,4,1,2
2296,,,,4,1,1,0,1,2,0,4,3,4,3,2,0,0,2,3,0
2297,,,,4,1,0,3,3,4,3,1,3,0,0,3,3,2,4,4,0
2298,,,,0,0,0,3,2,1,0,2,1,1,1,2,0,2,3,3,3
2299,,,,3,4,0,0,0,3,3,0,4,1,1,3,0,0,0,4,3
2300,,,,1,0,2,0,2,2,1,1,2,2,0,3,4,2,4,2,1
2301,,,,1,1,1,4,1,0,2,1,4,2,2,4,1,2,0,2,1
2302,,,,4,2,1,1,3,2,4,2,3,3,1,2,4,0,4,0,0
2303,,,,2,1,2,3,0,3,3,3,3,3,4,3,3,2,1,1,4
2304,,,,3,4,2,2,4,2,4,4,4,3,2,3,4,0,0,0,4
2305,,,,2,4,4,0,2,2,4,1,1,0,1,2,2,1,2,4,0
2306,,,,2,2,3,2,1,0,4,0,1,0,3,1,1,4,1,3,1
2307,,,,2,3,0,2,0,0,1,0,0,3,2,4,2,3,2,0,3
2308,,,,2,3,2,3,1,2,3,1,3,2,0,4,3,2,1,3,4
2309,,,,4,1,0,2,3,2,3,3,1,1,3,0,1,2,3,1,3
2310,,,,4,1,0,3,1,1,1,1,3,1,3,4,3,2,1,3,3
2311,,,,2,4,0,2,3,0,4,3,3,3,4,1,4,1,4,3,4
2312,,,,2,0,2,4,2,2,4,0,3,1,0,4,4,4,0,0,3
2313,,,,2,4,1,1,3,0,2,1,2,0,2,1,1,1,2,0,0
2314,,,,2,4,4,3,0,0,3,0,4,0,4,2,3,0,1,2,2
2315,,,,2,3,1,1,3,3,2,0,4,1,2,4,3,2,0,2,4
2316,,,,0,4,0,2,1,2,3,3,1,4,4,1,4,0,1,1,0
2317,,,,4,3,1,4,0,2,0,0,1,0,2,4,0,0,3,2,3
2318,,,,2,3,0,0,3,3,1,2,1,1,2,0,3,4,4,2,0
2319,,,,0,3,0,0,2,4,4,0,4,3,1,3,4,1,3,1,2
2320,,,,3,2,4,0,3,1,1,1,4,4,2,2,3,2,4,4,2
2321,,,,1,1,1,0,4,2,0,3,2,2,3,0,0,4,2,0,2
2322,,,,2,4,0,3,4,0,2,2,0,2,3,4,1,0,4,4,3
2323,,,,2,1,4,1,1,0,4,3,2,2,3,3,0,2,4,4,3
2324,,,,2,3,2,2,4,4,0,3,3,0,0,1,4,3,3,3,0
2325,,,,2,2,1,4,3,4,3,3,3,2,2,2,2,4,2,4,2
2326,,,,0,3,1,3,2,0,1,3,0,0,2,4,1,0,0,4,3
2327,,,,0,1,3,2,4,4,4,2,3,1,2,1,0,2,1,2,2
2328,,,,0,4,3,1,2,3,1,2,2,0,0,4,3,1,2,2,1
2329,,,,4,4,3,3,4,4,0,2,1,2,3,0,0,0,2,2,2
2330,,,,4,4,4,2,0,0,4,2,0,3,4,2,3,1,3,1,1
2331,,,,2,4,1,2,2,4,4,3,2,3,4,3,3,4,3,1,2
2332,,,,2,3,0,4,1,1,4,1,0,0,0,4,0,4,0,1,1
2333,,,,3,1,1,4,3,2,0,3,4,1,2,4,3,1,2,3,3
2334,,,,0,3,4,4,4,1,2,2,3,2,4,4,3,2,2,4,1
2335,,,,2,0,2,2,0,1,2,4,4,3,0,0,4,0,4,1,2
2336,,,,3,2,3,1,1,0,1,3,3,2,4,2,2,0,1,3,2
2337,,,,1,4,1,4,0,1,1,4,4,4,1,2,2,0,3,1,3
2338,,,,2,1,0,1,3,4,4,0,2,3,0,4,1,1,1,0,0
2339,,,,2,2,4,1,3,2,0,4,4,2,0,4,3,4,4,0,0
2340,,,,3,4,3,0,0,0,3,2,3,3,3,2,2,4,4,4,1
2341,,,,3,4,0,4,4,3,1,1,4,0,4,0,4,0,4,1,1
2342,,,,3,4,3,0,0,2,3,0,2,0,1,0,1,1,2,1,2
2343,,,,1,0,3,3,2,3,0,4,0,1,3,2,0,3,0,2,4
2344,,,,1,1,0,2,4,2,3,1,4,3,4,1,2,1,4,2,0
2345,,,,0,0,3,3,4,0,4,1,4,2,3,0,0,1,2,0,3
2346,,,,2,4,4,2,0,4,2,1,0,2,2,0,1,4,1,3,1
2347,,,,2,3,3,1,0,2,0,4,4,1,0,4,1,1,1,2,4
2348,,,,0,4,3,2,1,1,2,4,0,0,0,0,1,0,4,1,4
2349,,,,2,3,4,1,1,0,2,1,4,2,2,4,2,1,3,2,3
2350,,,,4,1,4,2,1,2,3,3,2,2,1,3,4,4,1,4,4
2351,,,,1,0,0,1,0,4,0,3,4,3,2,4,4,0,2,2,0
2352,,,,3,3,4,3,1,4,2,2,4,3,3,1,1,2,4,0,2
2353,,,,1,3,2,3,2,4,2,4,4,2,3,0,1,4,3,4,0
2354,,,,2,1,2,1,4,1,3,1,3,1,0,0,1,3,0,0,4
2355,,,,3,3,0,3,3,1,2,2,1,3,3,4,0,1,4,0,1
2356,,,,4,2,3,1,1,1,3,2,1,2,0,4,2,1,3,4,3
2357,,,,2,3,1,3,4,0,2,4,0,2,4,3,3,2,0,3,1
2358,,,,4,4,4,4,0,2,4,0,4,2,1,0,2,0,3,4,3
2359,,,,3,4,3,2,1,0,2,0,3,0,1,0,3,4,4,0,0
2360,,,,2,2,2,2,2,4,0,4,0,0,1,1,0,3,4,3,3
2361,,,,4,3,3,4,2,4,0,3,0,2,3,3,0,4,0,4,3
2362,,,,0,4,4,1,2,1,3,1,2,4,2,0,1,3,2,1,2
2363,,,,4,3,1,2,4,3,4,0,1,4,4,0,1,4,4,3,2
2364,,,,4,1,1,3,0,0,1,1,3,4,2,3,3,0,0,1,4
2365,,,,1,0,1,1,3,4,1,2,4,1,2,4,3,3,2,4,4
2366,,,,0,3,4,4,1,1,3,2,2,2,3,1,4,0,0,3,2
2367,,,,4,3,4,0,1,3,2,0,4,0,3,3,4,1,0,0,2
2368,,,,3,0,1,1,3,4,0,3,0,0,3,4,1,2,4,4,3
2369,,,,4,2,3,4,4,4,4,2,4,0,2,1,4,2,2,2,1
2370,,,,1,3,0,3,1,0,2,4,2,3,4,4,2,0,0,3,4
2371,,,,3,2,2,0,0,0,1,0,0,2,4,0,1,2,2,4,3
2372,,,,4,0,0,1,2,2,0,1,1,4,2,4,1,3,3,4,2
2373,,,,4,2,4,1,2,4,3,0,4,2,3,0,1,4,2,2,1
2374,,,,0,2,3,3,4,0,2,1,2,1,4,1,0,0,2,2,3
2375,,,,0,0,3,3,3,3,4,2,0,3,0,3,3,1,0,3,4
2376,,,,1,2,0,4,2,1,1,0,1,2,4,3,0,4,2,0,3
2377,,,,3,2,3,3,0,4,2,1,2,3,4,3,1,3,1,3,4
2378,,,,4,3,0,4,0,1,4,3,0,0,2,2,0,1,1,4,1
2379,,,,2,4,0,3,0,0,4,0,0,3,3,1,3,0,2,1,1
2380,,,,1,2,2,1,3,0,1,2,2,1,4,2,0,2,2,4,3
2381,,,,0,4,0,0,2,3,1,1,1,3,0,2,1,2,3,2,2
2382,,,,0,0,2,2,1,1,0,4,1,3,1,0,4,4,2,4,2
2383,,,,4,1,1,3,2,4,2,2,4,1,4,2,0,0,2,2,2
2384,,,,1,2,4,2,0,0,2,1,4,0,0,1,4,4,3,4,2
2385,,,,4,2,0,1,3,2,3,2,0,2,2,0,3,1,4,4,4
2386,,,,0,0,2,2,2,1,3,0,2,0,0,2,1,1,4,0,0
2387,,,,1,3,4,1,4,3,2,1,0,2,2,4,1,0,4,2,1
2388,,,,3,1,0,3,1,0,2,3,0,2,2,1,4,2,1,2,0
2389,,,,4,1,1,1,0,3,1,0,0,3,4,4,3,0,1,4,0
2390,,,,1,3,0,4,2,2,1,1,1,2,0,2,1,3,3,3,0
2391,,,,1,4,4,4,0,2,2,0,4,3,2,4,2,4,0,2,0
2392,,,,3,3,3,3,3,4,4,3,1,2,4,3,0,1,1,3,3
2393,,,,3,4,4,1,0,0,3,0,3,4,2,4,4,4,3,4,3
2394,,,,0,1,4,0,2,4,3,1,4,0,4,0,1,1,2,1,2
2395,,,,2,3,1,3,1,2,1,2,2,1,4,3,3,3,2,3,0
2396,,,,0,4,2,0,3,1,1,3,0,0,0,3,0,2,2,3,2
2397,,,,3,0,3,2,3,4,1,1,4,3,0,1,1,3,2,4,3
2398,,,,0,0,4,4,3,4,0,0,3,1,4,4,4,4,3,0,4
2399,,,,0,4,3,1,3,3,4,0,0,1,0,0,3,2,1,3,1
2400,,,,1,0,3,1,1,2,1,0,0,4,4,2,2,4,2,0,1
2401,,,,1,1,4,4,1,3,0,0,4,3,4,2,4,1,3,2,2
2402,,,,4,3,2,2,2,3,4,1,4,2,2,0,1,2,1,1,1
2403,,,,2,3,1,1,2,1,4,1,3,1,3,4,1,0,3,3,0
2404,,,,0,0,4,3,0,2,2,1,2,4,0,2,1,2,2,4,0
2405,,,,2,1,1,2,2,0,0,1,0,2,3,1,1,0,0,2,4
2406,,,,4,4,0,4,3,2,1,0,4,4,1,4,3,4,4,0,3
2407,,,,3,0,2,1,3,3,1,2,3,0,3,1,1,2,0,0,0
2408,,,,0,2,1,1,3,1,4,1,4,1,1,4,4,3,2,0,3
2409,,,,2,2,4,4,3,2,3,4,2,1,0,2,2,1,1,2,4
2410,,,,3,3,2,3,1,2,1,4,3,2,2,0,1,0,0,4,4
2411,,,,4,2,1,3,3,0,2,2,1,0,4,0,3,3,2,0,3
2412,,,,0,4,1,1,1,4,3,0,4,0,0,4,1,1,1,0,4
2413,,,,2,0,0,4,3,4,3,1,0,1,4,2,2,3,1,2,2
2414,,,,1,1,0,1,2,4,2,4,4,4,0,4,0,1,0,1,0
2415,,,,0,2,0,1,1,0,1,1,4,4,3,0,2,1,3,3,0
2416,,,,3,3,1,0,4,4,4,3,1,0,3,0,1,1,3,1,2
2417,,,,4,3,2,4,3,4,2,3,4,1,0,0,1,2,1,3,3
2418,,,,3,0,3,2,4,4,1,0,1,0,4,3,1,4,4,1,4
2419,,,,2,3,3,0,0,0,3,3,3,4,2,3,3,1,2,3,2
2420,,,,2,2,4,0,1,4,4,4,3,1,1,3,4,3,3,4,1
2421,,,,4,4,0,3,1,4,4,4,2,0,3,1,4,0,2,1,0
2422,,,,1,1,0,4,0,1,2,4,4,1,3,4,1,0,4,2,1
2423,,,,2,0,0,2,4,3,0,3,4,3,0,3,3,0,0,1,3
2424,,,,0,0,1,2,0,4,0,3,0,1,3,0,2,1,0,4,4
2425,,,,1,2,0,4,2,4,3,4,4,3,2,2,2,3,1,2,3
2426,,,,3,1,2,3,0,4,3,2,0,1,2,2,0,0,2,3,2
2427,,,,4,4,1,0,4,1,3,4,0,4,4,3,4,4,3,2,0
2428,,,,4,0,1,0,2,2,1,1,0,2,0,3,3,1,2,0,2
2429,,,,0,0,1,1,3,0,4,0,1,1,3,2,0,3,3,4,4
2430,,,,0,1,4,2,0,0,2,1,4,3,2,2,4,4,3,2,3
2431,,,,4,2,4,3,0,1,3,0,1,1,0,0,1,4,4,3,0
2432,,,,3,4,3,0,0,1,2,4,1,4,3,3,3,1,2,0,1
2433,,,,2,4,0,4,3,0,4,2,2,1,0,4,4,3,4,4,1
2434,,,,4,0,0,0,3,0,1,1,0,3,0,1,3,3,4,4,4
2435,,,,4,1,4,4,2,1,1,4,0,4,4,3,3,3,0,0,0
2436,,,,0,2,0,2,2,2,1,0,2,0,0,3,2,2,2,3,0
2437,,,,0,1,2,3,0,2,1,2,3,3,4,1,2,4,0,2,0
2438,,,,1,4,2,3,1,3,1,1,0,2,3,3,0,3,2,0,1
2439,,,,3,3,4,4,0,0,0,2,1,3,2,2,2,3,1,4,4
2440,,,,1,3,0,0,3,1,3,3,0,0,3,4,4,3,2,1,3
2441,,,,4,4,4,0,1,2,4,1,4,3,3,3,4,4,4,1,0
2442,,,,2,1,1,0,0,1,0,0,1,0,0,1,1,3,1,3,2
2443,,,,3,1,0,0,1,3,0,0,1,0,1,1,4,3,2,4,1
2444,,,,4,0,3,0,4,1,2,3,4,0,0,3,1,4,1,1,2
2445,,,,0,2,1,4,0,1,1,1,0,0,3,4,3,3,1,2,3
2446,,,,2,1,1,4,3,4,0,1,1,1,3,3,2,4,2,4,0
2447,,,,1,0,1,4,2,4,0,0,1,1,2,4,3,4,2,0,2
2448,,,,0,0,2,2,3,3,1,0,3,0,3,3,2,3,4,3,3
2449,,,,3,0,4,4,0,3,3,0,0,0,3,4,3,3,1,4,0
2450,,,,2,4,2,2,2,0,0,3,0,2,3,2,2,3,2,2,2
2451,,,,3,0,1,4,2,1,4,0,3,4,2,1,4,1,2,4,1
2452,,,,0,4,3,1,0,0,0,1,3,0,1,2,4,4,1,4,4
